0.035312936	-0.07435561	-0.0060940934	-0.08987487	0.102604434	0.055445608	-0.012113625	-0.026103621	-0.09759168	-0.029279396	0.03998964	0.016389128	-0.0015541842	0.016209379	0.02224437	-0.038019918
0.04055892	0.004004461	-0.037062425	-0.058914844	0.098913155	0.075107716	-0.037752658	-0.073150195	-0.09475188	-0.026882961	0.014583931	-0.04591828	0.001401982	-0.022093387	-0.013075821	-0.038222067
0.121074505	-0.002311171	-0.017971355	-0.033754215	0.076612145	0.08383603	-0.03444622	-0.025175028	-0.04829154	0.048659775	0.03650266	-0.05387005	-0.0031053335	-0.0642473	0.03158705	-0.077833176
0.05536931	-0.0910391	0.0061396854	-0.0347479	0.06637616	0.014257611	-0.017442705	-0.054315086	-0.031893257	-0.05166903	-0.06658853	-0.028456654	-0.0032676982	-0.020467734	0.05389547	-0.01293234
0.06095514	-0.0496558	0.06301276	-0.012488237	0.078577064	-0.010475671	-0.009150787	-0.010778452	-0.13705842	0.023035245	0.01844665	-0.008116867	0.04407235	-0.082989335	0.005277437	-0.021631697
0.04543284	0.038799014	0.06159463	-0.07188114	0.11229658	0.019196944	-0.024073191	-0.041351497	0.01398614	0.019919425	0.033826835	0.0072268746	-0.013324491	0.032106932	0.10068916	-0.047165986
0.07694498	-0.047992036	0.08071511	-0.026392987	0.20429818	0.03691446	-0.012304538	-0.019720621	-0.13877648	0.024042848	-0.007084525	-0.08099519	0.044848043	-0.083094545	-0.022710664	-0.05432696
0.015423735	0.0037086813	-0.009772507	-0.07322924	0.101365976	0.07241239	0.040788196	0.01903715	-0.00095475104	-0.010479743	0.05759947	-0.046382673	-0.01970247	-0.07781944	0.05609003	-0.051114522
0.11013782	-0.03853585	0.01667913	-0.06588598	0.12566707	0.06692053	0.02372905	0.04212302	-0.024865093	-0.019168632	-0.013673269	-0.024607345	-0.02925521	-0.0072775166	-0.009242121	-0.04831521
0.051328547	-0.060244128	-0.04917121	-0.02255765	0.0771946	0.04661495	-0.047452316	0.03210227	0.012134518	-0.042652823	-0.007924101	-0.14402771	0.0874712	-0.062350832	-0.050535243	-0.045204002
0.036717836	0.0063503943	-0.047506195	-0.031323653	0.06445964	0.050210536	-0.011037344	0.0011661118	-0.0503165	-0.013051359	-0.007058527	-0.0015947352	0.002507078	0.0060908226	-0.032093436	-0.04117093
-0.05959824	-0.11351503	-0.0123242885	-0.023241444	0.0803325	0.06684029	-0.029854609	-0.014148557	-0.091334745	-0.08816842	-0.048136313	-0.032183778	-0.015342052	-0.03919956	-0.028732257	-0.097443216
0.01008478	-0.06561393	0.037131798	0.024452345	0.08069527	0.060127746	0.013104423	0.043200422	0.02838677	-0.0047824024	0.031114984	-0.008377722	0.0058407597	-0.01349857	0.0358755	-0.050282665
-0.038347397	-0.0040761186	0.048759952	-0.06499849	0.11569871	0.084378414	0.0039967173	-0.031989835	-0.042336818	-0.07752013	0.08387176	-0.122420125	-0.05962598	-0.040565316	-0.022216221	0.026243128
0.09707418	-0.120410785	0.004621999	0.010763952	0.045685023	-0.046669196	-0.115116045	0.028758235	-0.031395447	-0.010080619	0.023326717	-0.025964804	0.035314966	-0.009177357	0.018354043	-0.025990527
0.03582732	0.043981712	0.034759715	-0.024608405	0.053941358	0.051189326	0.03986616	-0.06866133	-0.0640222	-0.014270557	0.005668387	-0.08596016	-0.08506041	-0.0238991	-0.037428834	-0.044534013
0.07311852	0.02939332	0.02821965	0.0076731993	0.1468197	0.0068222606	0.0029353532	-0.05179431	0.043998547	-0.045578886	-0.093252815	0.03633859	-0.024066066	-0.052609153	0.030562285	0.018414445
0.026232889	0.051254947	-0.03452225	-0.07456887	0.01994039	-0.03205138	-0.036921266	-0.060228605	-0.10244856	-0.065551676	-0.045204137	-0.11110795	-0.014960297	-0.027810441	-0.033273604	0.01639449
0.03731496	0.044484932	0.05540652	-0.06871926	0.01677646	0.057315763	-0.18749186	-0.025316034	-0.035667736	-0.004599108	-0.027193647	-0.05013193	-0.02866578	-0.0038351046	0.02087355	-0.00979462
0.042346153	-0.069813736	-0.054230172	0.007489446	0.0795837	0.04460353	-0.082009315	0.0020432142	0.00058943906	-0.0013079448	0.038760174	-0.109215274	-0.033324685	0.04424674	-0.084074326	0.04357724
0.028680028	-0.01864914	0.07428541	-0.090840735	0.11721535	0.098899275	0.058395855	-0.029542176	0.07253513	-0.104597434	0.049978193	-0.101334006	0.022378303	-0.053415485	0.093937114	-0.066372775
0.023042718	-0.09303055	0.0068339845	-0.0044638766	0.06312565	0.040575188	-0.027730891	-0.10726471	0.00070458127	-0.04958738	0.038295656	-0.03489606	-0.09876345	0.015816042	0.011567209	-0.010460979
0.088528045	-0.032826375	-0.06597055	0.04415441	-0.092621036	0.074347354	-0.120672196	-0.046945516	-0.11872672	0.016453838	-0.08149171	-0.017909117	0.07180569	0.06771145	0.03992075	-0.04880089
-0.043593295	0.008319849	0.046508085	-0.121164925	0.066436805	-0.02129626	-0.057576723	-0.10906748	-0.04935815	-0.09124634	0.040947706	-0.03594439	-0.03189954	-0.052891158	-0.042291272	-0.043219704
0.0011864612	-0.055824187	-0.0261479	-0.05707371	0.025975378	0.010128191	-0.013097737	0.040618356	-0.021624168	-0.04121626	-0.028270891	-0.04478471	0.016952656	-0.08237984	-0.078630455	0.007991137
0.094750874	-0.026181512	-0.028710945	0.012192704	0.11240043	0.08440134	0.095722325	-0.03709929	0.02108112	0.0068203867	0.11089177	0.03680413	-0.010901368	0.010858338	0.06748371	0.0837822
0.05756632	0.04884426	0.01344974	0.026360398	0.040431418	0.023174861	0.018577354	-0.00621233	-0.034765933	0.068902574	-0.0076779025	0.07641663	0.002562295	0.031312123	0.078324996	0.0044907406
-0.0046640956	0.033343714	0.024620268	-0.07661547	0.088839546	-0.01428328	-0.014613795	0.006623558	-0.023769032	-0.0857868	-0.05821536	0.0362422	-0.0026034678	0.051036138	0.022132175	-0.053067878
-0.008866017	-0.025937876	0.013905406	-0.12021309	0.092798434	0.024454271	0.060052633	0.089416966	-0.10281861	-0.01084778	-0.062281653	0.0065034223	-0.060286835	0.07405741	0.1398324	-0.040573012
-0.014719212	-0.045091517	-0.036675908	-0.029941596	0.023771591	-0.039522152	0.024600698	-0.018191326	0.007413033	-0.019491132	-0.10697539	-0.051263038	-0.043104526	-0.04142927	0.0011496784	-0.056081343
-0.0052381093	0.062476404	0.012988739	-0.039181333	0.100996256	0.06871972	-0.03588614	-0.037314225	-0.056608867	-0.08065069	-0.034564495	-0.0044727563	0.033720236	-0.086236194	-0.032304283	-0.036992356
